CustomerID,Revenue
17949.0,5709.46
13093.0,5708.11
14505.0,5678.8
14062.0,5658.97
13097.0,5647.92
13209.0,5558.57
13004.0,5556.49
13050.0,5544.8
16745.0,5524.18
13178.0,5504.41
13418.0,5496.39
12839.0,5491.67
17686.0,5472.63
14944.0,5425.39
16609.0,5420.56
17315.0,5407.82
17049.0,5338.52
17716.0,5335.99
18118.0,5329.81
13468.0,5318.33
16161.0,5311.67
15805.0,5285.92
15465.0,5276.03
13668.0,5229.26
14049.0,5222.0599999999995
12357.0,5213.78
12720.0,5211.4
14057.0,5209.8
17757.0,5198.15
14866.0,5181.59
17719.0,5141.3
12539.0,5139.35
15150.0,5133.21
18225.0,5099.82
15502.0,5083.8099999999995
18139.0,5070.92
16265.0,5024.36
18226.0,5021.94
15719.0,5020.07
16700.0,5013.69
12431.0,4975.9
16652.0,4969.91
13269.0,4948.72
14688.0,4932.72
17850.0,4927.11
14709.0,4887.02
12362.0,4858.31
14755.0,4853.34
16985.0,4845.0
12490.0,4844.64
16303.0,4833.41
15694.0,4828.51
17730.0,4820.12
14562.0,4786.22
16767.0,4778.75
15786.0,4748.5
14329.0,4729.42
12359.0,4703.63
12481.0,4694.87
13013.0,4672.89
17602.0,4659.55
17652.0,4653.43
13599.0,4615.32
16180.0,4611.92
17426.0,4610.34
15152.0,4609.19
15555.0,4600.65
14159.0,4583.47
13139.0,4577.55
16210.0,4561.71
15547.0,4559.69
12700.0,4556.76
14191.0,4555.54
12590.0,4526.29
17068.0,4517.84
16931.0,4511.69
15738.0,4494.2
15727.0,4470.24
16353.0,4452.59
14060.0,4443.02
14189.0,4431.68
17975.0,4425.02
13267.0,4416.99
17613.0,4412.56
14286.0,4408.99
17365.0,4373.52
12714.0,4365.97
14390.0,4349.45
15301.0,4348.63
17364.0,4331.87
15218.0,4318.13
16945.0,4295.28
14085.0,4247.3
16722.0,4246.03
16258.0,4216.93
14110.0,4200.71
12627.0,4200.43
14534.0,4196.17
12437.0,4179.34
12955.0,4164.0199999999995
15955.0,4129.43
12536.0,4127.61
17690.0,4109.52
12949.0,4108.92
17419.0,4108.62
14800.0,4091.19
12712.0,4073.28
14422.0,4059.22
14092.0,4055.19
14004.0,4049.06
16984.0,4037.99
17377.0,4022.87
12435.0,4019.6
15570.0,4013.21
15187.0,3998.0099999999998
16670.0,3978.96
12484.0,3976.09
16549.0,3971.25
12757.0,3971.0299999999997
17061.0,3955.88
16592.0,3954.32
12688.0,3939.62
13576.0,3934.57
12957.0,3916.17
14146.0,3907.8
14180.0,3906.5699999999997
17611.0,3896.3
12347.0,3891.06
13756.0,3888.86
13069.0,3886.4
15529.0,3885.3
12867.0,3881.7
17920.0,3881.5299999999997
16186.0,3880.44
13988.0,3879.2799999999997
13999.0,3863.09
12444.0,3856.31
15804.0,3853.23
14426.0,3848.71
17651.0,3844.18
12449.0,3837.79
15034.0,3834.4
12378.0,3822.6
17769.0,3818.41
17001.0,3811.67
12747.0,3807.0099999999998
12749.0,3796.0
12841.0,3770.81
15416.0,3757.28
13324.0,3756.37
14547.0,3745.89
14291.0,3739.55
14277.0,3739.12
17091.0,3732.7000000000003
16717.0,3717.4
15298.0,3692.4
12779.0,3691.7599999999998
14607.0,3679.8399999999997
15046.0,3667.58
15867.0,3658.98
14016.0,3656.49
12662.0,3655.69
13505.0,3654.37
16145.0,3653.01
17173.0,3643.9
17238.0,3639.43
16191.0,3628.38
16327.0,3624.87
17593.0,3622.32
14135.0,3614.85
18041.0,3612.54
12989.0,3607.35
16440.0,3597.25
13137.0,3595.41
14401.0,3592.93
12931.0,3591.44
12727.0,3590.42
15379.0,3589.57
16626.0,3587.54
13381.0,3582.73
15845.0,3579.8
13815.0,3578.1
15808.0,3575.92
16242.0,3557.9
12569.0,3557.75
16019.0,3554.84
13384.0,3552.03
17381.0,3546.39
12432.0,3539.9700000000003
15291.0,3539.01
15903.0,3532.66
15622.0,3526.93
15544.0,3517.95
13555.0,3484.7
16458.0,3480.2200000000003
15296.0,3475.46
14292.0,3472.15
16904.0,3468.17
13334.0,3467.77
13148.0,3467.14
17160.0,3463.69
17567.0,3458.84
13426.0,3454.58
13124.0,3454.24
14395.0,3453.76
16712.0,3452.04
16701.0,3448.96
17858.0,3441.96
13448.0,3438.23
14299.0,3421.95
17576.0,3417.43
16655.0,3414.37
13327.0,3396.87
13552.0,3389.46
17758.0,3384.1
12553.0,3373.66
12668.0,3369.34
14907.0,3356.32
16360.0,3351.29
14503.0,3350.82
14040.0,3330.88
14227.0,3320.01
16011.0,3319.22
13198.0,3311.8
12562.0,3306.66
17528.0,3299.39
17725.0,3281.98
15676.0,3270.33
14525.0,3269.6
15093.0,3260.28
15974.0,3256.79
13523.0,3252.46
16818.0,3250.35
16570.0,3249.7599999999998
15410.0,3248.54
12429.0,3239.93
14132.0,3226.37
13373.0,3215.95
14282.0,3209.58
15708.0,3206.06
16556.0,3200.28
14221.0,3195.81
15632.0,3187.71
18198.0,3187.66
12597.0,3184.06
14841.0,3180.78
17809.0,3180.63
13842.0,3172.0
13047.0,3169.6
12406.0,3166.62
12613.0,3154.72
13880.0,3153.41
12417.0,3151.59
13437.0,3143.36
16253.0,3139.89
17220.0,3120.07
15484.0,3117.03
12524.0,3116.96
12656.0,3114.69
13993.0,3113.91
14388.0,3108.96
15443.0,3108.34
16553.0,3103.26
16401.0,3099.2999999999997
12594.0,3096.25
12370.0,3089.67
13536.0,3084.65
13435.0,3078.08
17050.0,3072.14
14702.0,3069.08
16240.0,3061.44
17863.0,3059.92
13952.0,3058.531
17231.0,3047.15
13362.0,3040.14
15764.0,3037.83
16393.0,3036.76
14175.0,3031.8
13869.0,3026.25
13014.0,3022.58
15998.0,3017.42
16156.0,3016.54
16940.0,3011.2599999999998
13268.0,3003.62
17937.0,2998.7
13015.0,2997.61
18272.0,2994.46
15981.0,2989.92
14543.0,2985.19
16326.0,2972.42
16131.0,2968.7599999999998
13266.0,2963.8
16678.0,2956.05
17059.0,2954.87
12901.0,2954.0099999999998
14456.0,2952.39
15874.0,2949.11
13680.0,2933.98
14099.0,2930.3
12939.0,2930.18
17491.0,2929.2
15861.0,2926.97
17799.0,2918.71
13742.0,2916.04
16837.0,2915.27
12502.0,2914.52
14307.0,2909.53
14565.0,2901.39
17183.0,2898.9
15687.0,2881.52
15491.0,2872.4900000000002
15228.0,2871.87
13451.0,2869.16
16497.0,2851.54
14868.0,2850.89
15606.0,2844.7
16905.0,2840.43
15628.0,2839.42
17659.0,2828.43
18145.0,2814.85
14112.0,2813.75
14639.0,2808.21
12910.0,2807.4
17672.0,2803.57
17728.0,2803.19
14535.0,2802.2
17644.0,2781.8
17685.0,2780.03
12647.0,2772.33
16764.0,2771.45
15505.0,2766.64
16656.0,2764.38
17230.0,2762.23
12598.0,2748.88
16686.0,2740.88
16871.0,2738.4900000000002
15113.0,2733.25
13316.0,2732.07
12840.0,2726.77
17213.0,2725.83
16633.0,2723.3
15065.0,2722.23
12480.0,2713.87
15356.0,2713.37
14032.0,2713.0499999999997
12752.0,2711.88
16607.0,2711.67
14257.0,2710.08
15114.0,2709.96
16081.0,2707.21
13758.0,2703.0099999999998
14903.0,2696.58
12670.0,2691.93
12685.0,2688.58
13735.0,2680.9900000000002
13285.0,2679.32
15993.0,2678.7
13971.0,2676.96
16168.0,2672.3
15854.0,2672.17
16709.0,2669.4700000000003
13901.0,2668.21
14121.0,2665.87
15673.0,2661.35
14852.0,2649.19
15939.0,2646.2
14572.0,2643.39
14125.0,2642.73
12388.0,2642.2000000000003
15796.0,2634.41
17069.0,2633.3
14530.0,2627.24
17819.0,2626.63
15514.0,2625.53
17504.0,2624.89
14107.0,2624.29
15752.0,2613.84
13941.0,2613.44
12473.0,2611.15
14626.0,2598.95
12916.0,2594.81
14732.0,2587.59
15696.0,2586.21
16919.0,2583.1
13230.0,2575.58
13183.0,2572.44
16241.0,2570.02
13174.0,2567.36
13136.0,2559.61
14546.0,2557.78
13654.0,2557.71
15321.0,2550.4300000000003
14713.0,2550.0
13883.0,2547.68
13422.0,2544.4
13769.0,2541.15
14262.0,2529.25
17346.0,2529.18
12456.0,2524.35
17306.0,2523.76
18210.0,2522.82
18077.0,2519.61
12758.0,2517.85
17084.0,2516.29
18245.0,2515.3
12438.0,2513.48
17965.0,2513.13
14842.0,2512.44
18075.0,2509.03
13804.0,2508.95
14243.0,2508.83
18230.0,2508.7000000000003
14659.0,2506.73
14334.0,2505.31
13520.0,2496.95
13771.0,2496.61
17449.0,2495.96
17739.0,2491.67
12708.0,2488.96
12578.0,2484.01
15033.0,2483.68
16928.0,2482.55
16477.0,2481.7000000000003
18260.0,2473.41
16255.0,2462.4900000000002
17396.0,2458.84
17700.0,2457.04
18097.0,2456.2200000000003
14844.0,2454.77
13021.0,2454.01
13471.0,2453.89
17164.0,2445.65
14766.0,2444.15
15521.0,2444.0099999999998
16912.0,2443.58
17682.0,2437.47
12721.0,2436.7799999999997
13895.0,2435.73
14439.0,2430.9
12408.0,2430.85
12395.0,2426.84
13588.0,2422.55
15271.0,2416.84
12520.0,2415.66
15750.0,2413.89
13802.0,2412.46
13975.0,2412.08
15129.0,2410.97
13507.0,2398.92
14315.0,2391.63
12517.0,2384.5
17314.0,2382.2200000000003
12836.0,2381.01
14854.0,2380.71
13644.0,2379.9700000000003
14251.0,2378.44
17071.0,2376.43
16710.0,2369.53
13394.0,2365.82
17131.0,2364.97
16316.0,2363.91
17838.0,2358.55
14502.0,2353.83
18065.0,2353.05
16218.0,2350.22
13141.0,2349.9700000000003
13658.0,2344.99
12664.0,2341.59
14239.0,2337.85
12625.0,2331.07
17655.0,2321.78
13870.0,2321.14
12600.0,2320.96
14235.0,2320.7
15755.0,2317.5
14493.0,2312.05
17857.0,2307.7999999999997
13722.0,2305.89
18259.0,2301.1000000000004
15365.0,2299.62
15089.0,2296.74
15572.0,2288.73
17634.0,2283.34
17589.0,2281.84
12380.0,2279.2
15288.0,2276.92
14290.0,2274.85
14408.0,2273.28
13949.0,2272.72
17434.0,2270.71
16618.0,2270.33
17530.0,2267.22
15984.0,2266.51
15281.0,2253.51
15704.0,2253.18
13704.0,2251.92
18257.0,2250.93
15485.0,2244.07
17211.0,2240.46
13994.0,2231.34
15235.0,2227.21
17188.0,2225.35
15527.0,2219.95
16782.0,2218.55
17444.0,2217.25
17442.0,2216.58
16057.0,2214.62
14440.0,2213.98
15932.0,2212.31
12360.0,2203.5099999999998
12980.0,2200.64
16550.0,2199.3
13115.0,2199.1
13317.0,2198.73
13862.0,2196.96
15373.0,2193.26
14930.0,2188.81
13911.0,2188.25
16628.0,2188.05
18094.0,2187.2200000000003
12397.0,2186.05
14825.0,2181.61
14432.0,2176.19
13527.0,2175.78
17954.0,2174.84
16743.0,2170.41
13629.0,2169.2599999999998
13908.0,2167.15
15811.0,2166.96
16076.0,2166.33
14739.0,2159.86
17696.0,2159.09
16771.0,2156.82
16293.0,2154.79
15105.0,2149.75
16735.0,2148.51
16003.0,2147.77
14554.0,2146.94
14711.0,2144.84
14701.0,2143.54
17591.0,2143.02
15370.0,2140.25
12356.0,2138.65
14364.0,2132.93
16143.0,2124.34
13365.0,2121.67
16379.0,2119.0
12856.0,2117.33
14397.0,2094.08
12584.0,2091.0
15123.0,2090.61
15394.0,2087.84
14341.0,2087.04
13517.0,2086.46
12935.0,2084.44
14211.0,2084.4
14005.0,2081.68
15665.0,2077.83
12726.0,2072.31
14810.0,2069.33
17512.0,2067.85
13571.0,2063.18
15782.0,2060.92
14808.0,2059.69
13632.0,2059.4900000000002
12501.0,2058.9700000000003
13700.0,2054.76
17272.0,2051.49
13344.0,2045.74
14691.0,2043.03
18241.0,2042.99
15058.0,2042.19
16875.0,2042.13
16150.0,2040.62
15674.0,2036.54
18283.0,2036.43
14309.0,2035.55
12948.0,2033.79
16358.0,2027.5
13695.0,2027.05
14360.0,2026.83
14188.0,2024.2
12782.0,2020.94
17625.0,2015.9
18231.0,2013.02
13126.0,2010.67
14696.0,2009.67
18242.0,2006.17
13224.0,1999.28
17400.0,1998.26
18219.0,1997.6200000000001
13755.0,1997.17
18069.0,1996.84
17191.0,1996.47
14640.0,1996.18
15140.0,1993.21
12560.0,1992.01
17722.0,1988.56
12615.0,1988.28
16456.0,1987.6399999999999
18044.0,1987.1
16407.0,1986.48
17667.0,1985.39
13593.0,1984.03
17744.0,1982.46
14700.0,1979.94
13495.0,1968.27
18204.0,1966.4
14466.0,1965.5
13225.0,1963.78
15245.0,1958.76
17861.0,1958.23
12684.0,1957.1499999999999
14461.0,1954.79
16409.0,1950.5
17203.0,1943.02
14515.0,1942.07
12518.0,1935.99
14776.0,1932.18
12906.0,1931.41
17088.0,1930.06
17337.0,1925.46
14506.0,1924.85
15531.0,1915.94
17827.0,1915.33
17596.0,1914.08
17924.0,1913.5
15351.0,1913.3600000000001
17669.0,1912.72
17218.0,1908.68
14462.0,1908.26
14209.0,1905.81
17790.0,1905.15
14560.0,1899.51
14250.0,1897.47
12483.0,1896.82
14978.0,1893.1200000000001
12928.0,1891.06
15179.0,1887.21
17612.0,1885.79
17228.0,1884.53
15834.0,1884.37
13890.0,1879.51
15518.0,1876.68
13297.0,1875.97
14232.0,1873.93
16942.0,1871.24
12557.0,1867.58
16128.0,1861.52
17469.0,1858.97
14210.0,1858.64
14217.0,1855.08
16938.0,1853.81
14305.0,1852.31
14163.0,1851.51
15819.0,1850.49
15493.0,1849.96
15641.0,1849.06
14653.0,1847.65
16426.0,1844.43
15367.0,1842.51
16455.0,1841.18
17768.0,1840.0
15021.0,1834.92
17463.0,1833.66
14030.0,1829.29
16201.0,1827.8
12963.0,1822.3
17015.0,1820.95
13048.0,1818.84
17705.0,1815.92
15785.0,1809.09
16983.0,1804.99
14418.0,1801.59
14730.0,1801.37
15203.0,1797.96
16474.0,1797.45
13725.0,1794.6
16841.0,1794.36
13650.0,1793.44
13305.0,1792.16
13562.0,1790.75
12455.0,1783.8700000000001
13481.0,1782.86
13982.0,1782.6299999999999
12633.0,1775.63
15827.0,1775.54
15980.0,1774.42
17422.0,1773.1299999999999
16169.0,1772.3500000000001
17787.0,1770.69
15594.0,1768.16
12853.0,1765.1000000000001
12653.0,1764.79
16954.0,1764.2
18180.0,1763.8700000000001
15671.0,1763.77
12913.0,1757.69
12610.0,1755.49
16170.0,1753.35
14665.0,1751.4
14215.0,1750.74
15260.0,1750.27
14472.0,1749.19
13134.0,1748.83
13196.0,1746.28
17648.0,1745.75
13510.0,1739.85
17738.0,1738.29
13924.0,1738.05
12423.0,1737.01
17490.0,1735.09
15157.0,1734.76
17597.0,1731.77
18122.0,1731.03
14544.0,1731.0
16102.0,1727.8400000000001
15950.0,1727.56
14498.0,1727.39
14216.0,1725.0
12585.0,1724.0
18061.0,1722.3700000000001
16979.0,1722.12
17092.0,1719.2
17663.0,1715.41
14226.0,1713.99
13421.0,1713.03
17629.0,1711.1299999999999
13851.0,1708.98
14595.0,1708.05
14621.0,1706.56
17402.0,1703.62
13875.0,1702.63
17997.0,1701.74
17451.0,1699.38
15220.0,1697.06
18235.0,1693.38
17090.0,1690.07
16107.0,1689.66
14524.0,1689.38
17162.0,1686.66
16153.0,1686.13
12528.0,1684.18
13577.0,1683.55
17082.0,1682.35
13082.0,1679.13
12674.0,1678.93
12876.0,1678.67
16007.0,1674.25
14387.0,1673.75
12457.0,1673.51
14245.0,1672.25
14934.0,1664.64
15722.0,1664.6000000000001
16098.0,1661.45
16719.0,1660.51
12619.0,1659.3999999999999
12523.0,1657.83
16341.0,1655.91
15241.0,1651.73
16791.0,1648.53
13983.0,1647.39
18144.0,1647.33
12843.0,1647.08
16115.0,1646.58
12500.0,1646.0
13590.0,1644.48
17679.0,1643.43
15971.0,1640.3899999999999
14407.0,1640.1
18188.0,1639.64
17293.0,1637.91
14441.0,1637.54
12645.0,1636.28
17284.0,1636.26
12704.0,1634.49
14837.0,1634.04
13265.0,1632.16
13157.0,1631.54
16249.0,1627.93
14834.0,1625.76
15024.0,1624.78
12383.0,1620.43
17519.0,1618.92
12454.0,1618.38
15214.0,1618.02
13012.0,1615.24
16775.0,1612.06
14676.0,1607.7
17656.0,1602.65
17554.0,1599.47
14459.0,1598.12
15002.0,1597.16
15122.0,1596.93
14673.0,1595.16
12868.0,1593.8600000000001
15814.0,1593.65
17043.0,1592.9
18073.0,1590.0
14970.0,1589.76
16813.0,1588.86
13184.0,1587.93
15549.0,1586.06
13808.0,1583.06
17086.0,1582.85
13850.0,1578.38
18178.0,1576.55
17147.0,1574.26
15660.0,1573.78
14178.0,1571.96
12635.0,1568.26
14719.0,1567.69
13186.0,1567.25
13450.0,1565.24
12607.0,1564.51
15826.0,1564.41
15067.0,1563.98
14038.0,1560.38
16332.0,1559.2
12371.0,1558.51
12377.0,1556.02
16987.0,1554.1
15111.0,1553.28
13149.0,1552.78
17406.0,1552.04
14918.0,1549.8500000000001
16992.0,1549.46
16496.0,1549.36
15791.0,1549.31
18179.0,1541.55
18239.0,1541.31
17813.0,1540.77
14759.0,1540.17
17870.0,1538.71
15332.0,1538.56
16790.0,1537.72
14587.0,1536.29
16283.0,1535.27
13313.0,1534.92
16515.0,1534.91
17085.0,1532.25
13320.0,1532.2
13162.0,1530.55
15172.0,1529.4
18161.0,1528.75
16466.0,1525.5900000000001
15953.0,1524.78
12381.0,1523.86
16244.0,1522.75
13456.0,1522.67
12877.0,1521.3400000000001
14312.0,1519.08
13831.0,1516.87
16748.0,1515.9
16889.0,1515.2
17159.0,1513.06
15240.0,1512.39
17673.0,1511.53
12669.0,1509.6799999999998
15380.0,1509.5800000000002
13849.0,1508.25
13764.0,1507.47
13634.0,1506.81
18287.0,1504.4199999999998
13647.0,1504.22
15620.0,1501.76
14101.0,1500.55
16369.0,1497.58
15906.0,1497.29
16676.0,1495.98
12865.0,1492.49
16638.0,1492.22
12909.0,1492.2
12764.0,1491.68
13824.0,1491.5
16817.0,1487.0
12393.0,1484.7
13814.0,1482.42
16902.0,1480.27
16279.0,1478.14
15392.0,1477.45
15050.0,1475.21
16152.0,1474.78
15701.0,1474.25
17873.0,1472.75
16910.0,1472.71
12826.0,1468.34
15532.0,1468.33
14655.0,1468.25
12398.0,1467.21
14336.0,1466.23
16801.0,1464.43
14285.0,1462.77
16681.0,1462.1
14567.0,1460.76
12762.0,1459.85
16398.0,1459.82
14306.0,1459.66
15265.0,1455.62
14704.0,1454.69
13614.0,1453.71
17837.0,1452.38
16434.0,1452.05
14541.0,1442.55
13309.0,1440.35
14937.0,1438.18
16016.0,1437.11
16880.0,1436.84
16059.0,1436.71
12352.0,1434.74
14608.0,1433.15
14321.0,1433.09
14246.0,1432.14
12759.0,1430.19
12937.0,1430.07
13110.0,1429.72
17204.0,1428.66
15530.0,1427.9
15681.0,1425.76
12947.0,1424.63
15916.0,1424.01
17063.0,1423.98
16996.0,1423.16
15128.0,1422.62
14573.0,1421.44
13659.0,1420.28
17590.0,1416.3
12407.0,1415.99
14145.0,1415.7000000000003
17073.0,1412.11
14748.0,1411.11
13159.0,1406.5
16755.0,1405.96
13213.0,1401.6200000000001
13425.0,1401.56
14442.0,1401.52
14878.0,1400.89
12405.0,1400.81
13627.0,1400.09
13477.0,1399.12
17750.0,1398.52
16103.0,1396.4
15444.0,1395.36
16503.0,1393.93
16395.0,1393.55
14740.0,1393.31
13397.0,1392.8500000000001
16173.0,1392.27
13995.0,1391.69
15237.0,1391.32
18079.0,1390.43
15427.0,1389.61
16539.0,1388.81
12530.0,1388.63
12783.0,1386.44
14443.0,1386.32
15858.0,1385.07
17133.0,1384.92
15106.0,1383.72
16463.0,1381.28
16066.0,1379.08
14267.0,1376.84
17083.0,1375.64
14404.0,1374.76
15983.0,1374.19
16271.0,1373.09
15032.0,1368.7
15625.0,1367.6
15596.0,1367.09
12349.0,1363.55
17002.0,1362.99
18167.0,1360.8600000000001
13631.0,1356.22
15426.0,1356.12
16726.0,1355.84
15134.0,1355.19
16571.0,1354.15
13475.0,1353.92
14482.0,1353.9
17676.0,1351.26
14071.0,1350.36
15810.0,1349.48
15453.0,1349.02
18202.0,1344.49
15815.0,1343.32
17571.0,1342.28
14116.0,1339.47
18116.0,1338.09
18173.0,1337.9
13630.0,1337.8799999999999
16245.0,1337.48
15398.0,1333.93
18093.0,1333.82
18177.0,1332.55
12886.0,1331.14
12912.0,1327.1
15563.0,1326.61
17633.0,1323.84
12882.0,1321.7
14741.0,1320.64
13107.0,1320.64
17372.0,1319.68
16045.0,1318.3
15411.0,1315.83
12952.0,1315.3700000000001
17932.0,1312.67
14901.0,1311.62
16669.0,1308.12
16110.0,1307.7
14001.0,1306.14
15270.0,1301.99
17671.0,1300.03
14921.0,1299.17
17101.0,1298.5700000000002
15051.0,1297.46
17095.0,1297.36
15680.0,1296.62
14859.0,1296.14
16348.0,1295.75
14229.0,1295.04
17193.0,1294.78
14897.0,1292.48
13717.0,1292.03
14409.0,1291.03
15059.0,1290.03
17313.0,1289.68
14414.0,1288.22
16101.0,1286.65
14758.0,1286.6
13396.0,1283.82
13538.0,1280.85
14035.0,1280.37
18016.0,1280.17
16929.0,1278.93
13168.0,1278.69
12775.0,1278.19
14649.0,1277.79
14963.0,1277.2
16012.0,1276.11
13246.0,1273.55
13308.0,1273.39
15136.0,1272.2
17368.0,1271.17
14511.0,1270.56
13492.0,1269.84
12576.0,1269.25
16295.0,1266.97
17037.0,1266.82
17802.0,1264.34
12919.0,1263.55
15057.0,1263.04
14738.0,1261.95
12424.0,1261.68
12620.0,1260.69
17702.0,1260.21
13813.0,1258.51
13501.0,1257.32
12463.0,1256.78
13784.0,1256.45
16053.0,1254.93
16224.0,1252.66
15341.0,1252.44
16040.0,1251.6200000000001
16333.0,1247.48
17412.0,1247.38
17054.0,1245.98
15116.0,1245.69
17175.0,1244.7
14794.0,1244.16
14916.0,1243.08
16899.0,1241.86
14105.0,1241.71
17019.0,1241.53
15146.0,1239.79
15478.0,1239.32
16317.0,1237.37
14297.0,1237.01
15009.0,1235.33
16744.0,1233.66
13232.0,1233.54
17158.0,1233.07
16951.0,1230.49
16688.0,1224.34
12526.0,1223.56
15494.0,1222.74
14047.0,1220.83
15910.0,1220.43
16842.0,1220.3899999999999
14669.0,1219.56
16493.0,1219.05
16639.0,1217.06
13860.0,1213.27
13878.0,1213.06
16464.0,1211.41
17288.0,1210.75
16370.0,1210.01
12854.0,1208.99
17350.0,1206.02
15117.0,1205.22
13692.0,1204.9
14591.0,1204.12
17828.0,1203.36
12364.0,1202.61
14533.0,1201.6
13208.0,1200.55
14507.0,1200.13
15108.0,1199.25
13158.0,1198.96
17481.0,1197.77
12372.0,1197.24
14684.0,1191.96
17754.0,1191.59
14698.0,1191.22
13931.0,1190.13
15611.0,1187.84
15376.0,1187.66
14893.0,1186.79
16653.0,1186.56
14434.0,1185.8
13055.0,1185.31
16531.0,1184.85
16612.0,1184.3600000000001
13491.0,1184.14
14019.0,1179.77
13118.0,1176.66
14745.0,1176.58
16794.0,1175.86
15605.0,1173.33
14233.0,1172.76
12412.0,1172.3700000000001
12689.0,1172.31
12488.0,1168.51
12657.0,1168.13
17320.0,1166.7
14447.0,1163.23
17774.0,1156.3
17621.0,1155.5
18263.0,1153.68
15813.0,1150.01
15145.0,1149.8799999999999
15201.0,1149.04
15737.0,1147.53
16042.0,1145.47
16762.0,1144.14
17058.0,1142.99
14856.0,1139.07
15812.0,1138.82
12494.0,1137.65
14857.0,1137.62
18171.0,1137.53
12646.0,1137.29
16389.0,1134.24
17731.0,1133.01
13572.0,1132.42
13500.0,1131.39
17584.0,1129.2
16766.0,1128.6
17410.0,1128.44
12885.0,1128.32
15630.0,1127.85
14383.0,1126.99
17930.0,1126.0
17961.0,1125.54
16182.0,1125.4099999999999
17505.0,1125.24
16172.0,1125.11
15004.0,1124.09
12967.0,1123.5
12985.0,1121.1
17302.0,1119.53
17311.0,1118.71
15306.0,1118.03
13447.0,1117.8400000000001
14875.0,1116.64
13310.0,1116.13
13564.0,1115.02
12676.0,1114.59
16184.0,1113.51
13151.0,1112.47
14913.0,1112.25
12997.0,1111.1
14129.0,1110.8600000000001
18168.0,1110.74
15095.0,1109.65
13772.0,1109.48
13330.0,1108.91
16807.0,1108.54
15730.0,1106.2
16833.0,1106.03
13486.0,1105.41
12769.0,1103.6
17562.0,1102.74
14723.0,1102.26
17800.0,1101.8600000000001
14276.0,1100.24
14487.0,1097.6299999999999
16350.0,1096.79
16225.0,1094.77
14410.0,1093.77
13611.0,1093.6000000000001
18125.0,1092.97
17348.0,1092.41
